EEID,Full Name,First Name,Last Name,Email,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date,Access
E00972,Hazel Cortez,Hazel ,Cortez,HCortez@scorpius.com,HRIS Analyst,Human Resources,Research & Development,Female,Latino,52,4/18/2021,50548,0,Brazil,Rio de Janerio,,Standard
E03370,Ian Cortez,Ian ,Cortez,ICortez@scorpius.com,Analyst II,Marketing,Research & Development,Male,Latino,61,4/30/2008,69352,0,Brazil,Rio de Janerio,,Standard
E03160,Carter Ortiz,Carter ,Ortiz,COrtiz@scorpius.com,Quality Engineer,Engineering,Speciality Products,Male,Latino,54,4/29/2012,96441,0,Brazil,Rio de Janerio,,Standard
E01724,Nolan Molina,Nolan ,Molina,NMolina@scorpius.com,Computer Systems Manager,IT,Corporate,Male,Latino,36,12/27/2020,70165,0.07,Brazil,Rio de Janerio,,Privileged
E03805,Autumn Gonzales,Autumn ,Gonzales,AGonzales@scorpius.com,Analyst II,Sales,Corporate,Female,Latino,34,6/6/2012,72126,0,Brazil,Rio de Janerio,,Standard
E01407,Ellie Guerrero,Ellie ,Guerrero,EGuerrero@scorpius.com,Sr. Manger,Human Resources,Corporate,Female,Latino,29,7/13/2020,141555,0.11,Brazil,Rio de Janerio,,Standard
E02063,Ian Gutierrez,Ian ,Gutierrez,IGutierrez@scorpius.com,Sr. Business Partner,Human Resources,Research & Development,Male,Latino,32,4/9/2021,70980,0,Brazil,Rio de Janerio,,Standard
E00184,Kayden Ortega,Kayden ,Ortega,KOrtega@scorpius.com,Analyst,Accounting,Manufacturing,Male,Latino,58,4/19/2010,56350,0,Brazil,Rio de Janerio,,Standard
E02899,Joshua Cortez,Joshua ,Cortez,JCortez@scorpius.com,Sr. Manger,Finance,Corporate,Male,Latino,44,8/11/2007,126277,0.13,Brazil,Rio de Janerio,,Standard
E04952,Paisley Gomez,Paisley ,Gomez,PGomez@scorpius.com,Sr. Analyst,Sales,Manufacturing,Female,Latino,57,10/2/2007,98150,0,Brazil,Rio de Janerio,,Standard
E01432,Peyton Garza,Peyton ,Garza,PGarza@scorpius.com,Systems Analyst,IT,Manufacturing,Female,Latino,53,8/15/2004,44735,0,Brazil,Rio de Janerio,,Privileged
E00276,Kennedy Romero,Kennedy ,Romero,KRomero@scorpius.com,Engineering Manager,Engineering,Research & Development,Female,Latino,37,12/27/2018,87359,0.11,Brazil,Rio de Janerio,,Standard
E01883,Isla Guzman,Isla ,Guzman,IGuzman@scorpius.com,Sr. Manger,Accounting,Speciality Products,Female,Latino,28,7/6/2019,152036,0.15,Brazil,Rio de Janerio,,Standard
E00701,Madeline Garcia,Madeline ,Garcia,MGarcia@scorpius.com,Sr. Business Partner,Human Resources,Speciality Products,Female,Latino,45,4/26/2019,74891,0,Brazil,Rio de Janerio,,Standard
E01347,Aiden Gonzales,Aiden ,Gonzales,AGonzales@scorpius.com,Vice President,Marketing,Speciality Products,Male,Latino,44,3/28/2021,186033,0.34,Brazil,Rio de Janerio,,Privileged
E01422,Lydia Espinoza,Lydia ,Espinoza,LEspinoza@scorpius.com,Sr. Manger,Marketing,Speciality Products,Female,Latino,29,5/15/2020,137106,0.12,Brazil,Rio de Janerio,,Standard
E02192,Lucy Avila,Lucy ,Avila,LAvila@scorpius.com,Solutions Architect,IT,Speciality Products,Female,Latino,43,4/22/2010,76912,0,Brazil,Rio de Janerio,,Privileged
E00717,Kennedy Vargas,Kennedy ,Vargas,KVargas@scorpius.com,Business Partner,Human Resources,Manufacturing,Female,Latino,45,10/14/2005,51404,0,Brazil,Rio de Janerio,12/6/2009,Standard
E01649,Eva Alvarado,Eva ,Alvarado,EAlvarado@scorpius.com,Computer Systems Manager,IT,Manufacturing,Female,Latino,46,4/24/2017,77461,0.09,Brazil,Rio de Janerio,,Privileged
E00955,Theodore Marquez,Theodore ,Marquez,TMarquez@scorpius.com,Development Engineer,Engineering,Speciality Products,Male,Latino,54,11/24/2012,94407,0,Brazil,Rio de Janerio,,Standard
E02391,Natalia Santos,Natalia ,Santos,NSantos@scorpius.com,Vice President,Human Resources,Speciality Products,Female,Latino,45,2/25/2019,249801,0.39,Brazil,Rio de Janerio,,Privileged
E00494,Robert Alvarez,Robert ,Alvarez,RAlvarez@scorpius.com,Service Desk Analyst,IT,Corporate,Male,Latino,39,10/21/2016,84297,0,Brazil,Rio de Janerio,,Privileged
E00634,Samantha Chavez,Samantha ,Chavez,SChavez@scorpius.com,Sr. Analyst,Sales,Speciality Products,Female,Latino,53,1/9/2017,75769,0,Brazil,Rio de Janerio,7/17/2020,Standard
E04683,Ezekiel Delgado,Ezekiel ,Delgado,EDelgado@scorpius.com,Director,Engineering,Speciality Products,Male,Latino,40,2/7/2020,187187,0.18,Brazil,Rio de Janerio,,Privileged
E02800,Eva Estrada,Eva ,Estrada,EEstrada@scorpius.com,Sr. Manger,Sales,Speciality Products,Female,Latino,45,7/24/2018,148991,0.12,Brazil,Rio de Janerio,,Standard
E04926,Emma Luna,Emma ,Luna,ELuna@scorpius.com,Field Engineer,Engineering,Speciality Products,Female,Latino,52,3/25/2008,97398,0,Brazil,Rio de Janerio,,Standard
E02649,Charles Gonzalez,Charles ,Gonzalez,CGonzalez@scorpius.com,Quality Engineer,Engineering,Research & Development,Male,Latino,27,9/28/2018,64247,0,Brazil,Rio de Janerio,,Standard
E00518,Lydia Morales,Lydia ,Morales,LMorales@scorpius.com,Manager,Finance,Speciality Products,Female,Latino,51,6/14/2013,108221,0.05,Brazil,Rio de Janerio,,Privileged
E04564,Luke Sanchez,Luke ,Sanchez,LSanchez@scorpius.com,Sr. Manger,Human Resources,Manufacturing,Male,Latino,41,12/27/2015,129903,0.13,Brazil,Rio de Janerio,,Standard
E02024,Addison Perez,Addison ,Perez,APerez@scorpius.com,Operations Engineer,Engineering,Speciality Products,Female,Latino,29,9/25/2020,123588,0,Brazil,Rio de Janerio,,Standard
E03521,Jackson Navarro,Jackson ,Navarro,JNavarro@scorpius.com,Director,Sales,Corporate,Male,Latino,52,9/25/2020,163143,0.28,Brazil,Rio de Janerio,,Privileged
E01508,Penelope Rodriguez,Penelope ,Rodriguez,PRodriguez@scorpius.com,Engineering Manager,Engineering,Manufacturing,Female,Latino,49,3/12/2016,100810,0.12,Brazil,Rio de Janerio,,Standard
E00862,Levi Moreno,Levi ,Moreno,LMoreno@scorpius.com,Systems Analyst,IT,Research & Development,Male,Latino,64,6/27/2020,40316,0,Brazil,Rio de Janerio,,Privileged
E00035,Lillian Gonzales,Lillian ,Gonzales,LGonzales@scorpius.com,Cloud Infrastructure Architect,IT,Manufacturing,Female,Latino,43,3/13/2009,62335,0,Brazil,Rio de Janerio,,Privileged
E02535,Caroline Perez,Caroline ,Perez,CPerez@scorpius.com,Controls Engineer,Engineering,Corporate,Female,Latino,29,1/14/2018,80516,0,Brazil,Rio de Janerio,,Standard
E01943,Vivian Espinoza,Vivian ,Espinoza,VEspinoza@scorpius.com,Sr. Manger,Sales,Corporate,Female,Latino,52,10/5/2006,147966,0.11,Brazil,Rio de Janerio,5/23/2019,Standard
E03240,Aiden Silva,Aiden ,Silva,ASilva@scorpius.com,Vice President,IT,Research & Development,Male,Latino,42,11/29/2010,186725,0.32,Brazil,Rio de Janerio,,Privileged
E00568,Ian Vargas,Ian ,Vargas,IVargas@scorpius.com,Analyst,Sales,Manufacturing,Male,Latino,26,3/2/2021,44732,0,Brazil,Rio de Janerio,,Standard
E00447,Hailey Sanchez,Hailey ,Sanchez,HSanchez@scorpius.com,Vice President,Marketing,Corporate,Female,Latino,32,2/5/2014,203445,0.34,Brazil,Rio de Janerio,,Privileged
E02968,Caroline Santos,Caroline ,Santos,CSantos@scorpius.com,Analyst II,Finance,Research & Development,Female,Latino,25,7/12/2020,56565,0,Brazil,Rio de Janerio,,Standard
E02047,Xavier Perez,Xavier ,Perez,XPerez@scorpius.com,Sr. Analyst,Sales,Manufacturing,Male,Latino,51,2/26/1998,71111,0,Brazil,Rio de Janerio,,Standard
E02563,Clara Sanchez,Clara ,Sanchez,CSanchez@scorpius.com,Controls Engineer,Engineering,Corporate,Female,Latino,47,10/2/2018,111404,0,Brazil,Rio de Janerio,,Standard
E03159,Claire Romero,Claire ,Romero,CRomero@scorpius.com,Vice President,Marketing,Manufacturing,Female,Latino,37,7/21/2011,219474,0.36,Brazil,Rio de Janerio,,Privileged
E00102,Riley Rojas,Riley ,Rojas,RRojas@scorpius.com,Network Architect,IT,Speciality Products,Female,Latino,36,1/21/2021,90333,0,Brazil,Rio de Janerio,,Privileged
E01264,Hazel Alvarez,Hazel ,Alvarez,HAlvarez@scorpius.com,Business Partner,Human Resources,Research & Development,Female,Latino,62,4/19/2014,45295,0,Brazil,Rio de Janerio,,Standard
E00943,Elena Mendoza,Elena ,Mendoza,EMendoza@scorpius.com,Director,Sales,Speciality Products,Female,Latino,27,10/24/2018,154973,0.29,Brazil,Rio de Janerio,,Privileged
E02193,Josephine Acosta,Josephine ,Acosta,JAcosta@scorpius.com,Director,Human Resources,Speciality Products,Female,Latino,40,9/20/2020,198176,0.17,Brazil,Rio de Janerio,,Privileged
E00577,Nora Nunez,Nora ,Nunez,NNunez@scorpius.com,Analyst II,Finance,Research & Development,Female,Latino,45,8/6/2012,58586,0,Brazil,Rio de Janerio,,Standard
E02889,Mia Herrera,Mia ,Herrera,MHerrera@scorpius.com,Director,Marketing,Research & Development,Female,Latino,43,10/16/2014,171360,0.23,Brazil,Rio de Janerio,,Privileged
E04163,David Herrera,David ,Herrera,DHerrera@scorpius.com,Engineering Manager,Engineering,Speciality Products,Male,Latino,32,10/9/2021,102298,0.13,Brazil,Rio de Janerio,,Standard
E01652,Avery Dominguez,Avery ,Dominguez,ADominguez@scorpius.com,Sr. Manger,Sales,Corporate,Female,Latino,27,9/13/2019,133297,0.13,Brazil,Rio de Janerio,,Standard
E03102,Cooper Valdez,Cooper ,Valdez,CValdez@scorpius.com,Manager,Sales,Corporate,Male,Latino,50,4/25/2012,113269,0.09,Brazil,Rio de Janerio,,Privileged
E04562,Kinsley Martinez,Kinsley ,Martinez,KMartinez@scorpius.com,Director,Human Resources,Speciality Products,Female,Latino,52,8/28/1993,177443,0.25,Brazil,Rio de Janerio,,Privileged
E02554,Joshua Ramirez,Joshua ,Ramirez,JRamirez@scorpius.com,Vice President,Human Resources,Corporate,Male,Latino,44,9/10/2007,181247,0.33,Brazil,Rio de Janerio,,Privileged
E02888,Elijah Ramos,Elijah ,Ramos,ERamos@scorpius.com,Sr. Manger,IT,Speciality Products,Male,Latino,33,12/24/2012,132544,0.1,Brazil,Rio de Janerio,,Privileged
E02561,Samantha Vargas,Samantha ,Vargas,SVargas@scorpius.com,Director,Human Resources,Corporate,Female,Latino,53,7/21/2006,151246,0.21,Brazil,Rio de Janerio,,Privileged
E02221,Julian Delgado,Julian ,Delgado,JDelgado@scorpius.com,Systems Analyst,IT,Speciality Products,Male,Latino,29,5/19/2016,52693,0,Brazil,Rio de Janerio,,Privileged
E02627,Parker Avila,Parker ,Avila,PAvila@scorpius.com,Analyst II,Marketing,Manufacturing,Male,Latino,47,11/28/2005,62749,0,Brazil,Rio de Janerio,,Standard
E03430,Leo Herrera,Leo ,Herrera,LHerrera@scorpius.com,Sr. Business Partner,Human Resources,Research & Development,Male,Latino,48,4/22/1998,85369,0,Brazil,Rio de Janerio,11/27/2004,Standard
